Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Health and Well-being Support,Counseling sessions are too short to provide meaningful ongoing therapeutic support.,22,2.97,1,1,F,Bangladesh
Financial Support,The financial aid committee decisions are never explained to unsuccessful applicants.,28,3.26,5,1,M,Indonesia
Internship Opportunities,"Finding job opportunities has been a challenge, especially since many require years of experience that I don't have as a student.",17,1.13,5,1,M,Egypt
Financial Support,"The lighting in the accounts office waiting area is a bit dim. When we are trying to fill out the challan forms, it’s hard to see the small text. Adding one or two extra lights would make the process much easier for us.",19,3.06,3,1,F,India
Food and Cantines,"25. ""The campus convenience store should offer more non-perishable food options for students who don't have access to a fridge.""",21,3.57,5,1,M,Indonesia
Health and Well-being Support,I waited three weeks for a counseling appointment during a mental health crisis.,27,2.87,4,1,F,Jordan
Online learning,My online assignment was submitted on time but marked as late due to a glitch.,27,0.59,2,1,F,Malaysia
Food and Cantines,The campus convenience store is always out of basic student necessities.,18,1.13,2,1,F,Turkey
Food and Cantines,18. I have seen rodents or insects in the dining hall.,18,4.34,4,1,M,Indonesia
Athletics and sports,There is no sports equipment repair service and broken items are never replaced.,16,3.34,4,1,F,India
Food and Cantines,19. I have seen food being prepared in unsanitary conditions.,21,3.71,1,1,M,Indonesia
Athletics and sports,Gym booking slots are released at midnight and fill up within minutes each time.,27,1.64,4,1,F,Saudi Arabia
Academic Support and Resources,CSE Dept doesnt have qualified teachers.,24,3.11,1,1,M,Turkey
Academic Support and Resources,Half the computers in the library are broken and have been for months.,16,1.78,5,1,F,Saudi Arabia
International student experiences,There is no free local language program for students who are not native speakers.,17,1.32,3,1,M,Indonesia
Internship Opportunities,The career office does not help students who receive poor internship evaluations.,27,2.4,2,1,F,Saudi Arabia
Health and Well-being Support,Students who disclose mental health challenges face delays getting practical help.,23,3.86,2,1,M,Jordan
Food and Cantines,The canteen closes at 5pm leaving students with evening classes without food.,21,0.41,4,1,M,India
Internship Opportunities,The career office does not help students who receive poor internship evaluations.,19,1.52,1,1,M,Bangladesh
Internship Opportunities,Career mentoring is only available during office hours when students are in class.,21,1.95,5,1,M,Indonesia
Student Affairs,Student affairs staff are consistently dismissive when students come forward.,28,0.68,1,1,M,Turkey
Food and Cantines,The canteen kitchen hygiene looks questionable based on what I have seen.,25,2.56,3,1,M,Malaysia
Online learning,Software Center installs failing with generic error. Several updates show retry without details. Please push remediation or advise steps.,17,2.39,5,1,F,Nigeria
Student Affairs,The university does not take bullying or intimidation among students seriously.,20,2.08,1,1,F,India
International student experiences,I received my student ID three weeks after arrival blocking access to all services.,16,3.84,2,1,M,India
Health and Well-being Support,The campus health clinic has no doctor available on weekends when I need it most.,24,1.12,3,1,M,Pakistan
Student Affairs,There is no formal process for students to give anonymous feedback on teaching.,17,2.33,1,1,M,Indonesia
Academic Support and Resources,The library does not have enough power outlets for students to charge their devices.,17,2.72,2,1,M,Nigeria
Student Activities,There are no creative arts performance spaces available for student club events.,24,3.28,1,1,F,Saudi Arabia
Online learning,There is no proper wifi in campus. We should be provided with a working campus wifi. Requesting a quick check.,25,1.51,1,1,M,Pakistan
Student Affairs,University sexual harassment policies are not clearly communicated to all students.,28,3.51,2,1,M,Turkey
Food and Cantines,Cafeteria staff are consistently rude and dismissive when students complain.,24,0.55,3,1,M,Pakistan
Internship Opportunities,Final year projects are not linked to any industry partners for real-world exposure.,21,2.9,4,1,F,Indonesia
Student Affairs,"I’m an athlete and I need my ""Eligibility Certificate"" by noon today to play in the tournament tonight. Admin said they would sign it yesterday but it’s still sitting on someone's desk.",23,1.94,2,1,F,Malaysia
Academic Support and Resources,The lack of available courses is making it hard to take electives that interest me. I feel like my academic options are too limited.,18,3.75,2,1,F,Egypt
Online learning,Online peer review assignments are poorly structured with no useful guidance.,25,3.32,4,1,M,Malaysia
Health and Well-being Support,"I am dissatisfied because students are required to pay substantial fees by the organizer, even if they do not take part in the event. Please look into it.",17,1.57,4,1,F,Nigeria
Food and Cantines,The canteen kitchen hygiene looks questionable based on what I have seen.,18,2.22,2,1,F,Pakistan
Health and Well-being Support,The mental health chatbot gives generic responses that do not help at all.,17,3.44,1,1,F,Malaysia
Food and Cantines,There are no 24-hour food options for students who study late on campus.,21,1.98,2,1,F,Pakistan
Internship Opportunities,The university career fair only runs once a year which is not enough.,21,1.28,3,1,F,Saudi Arabia
Athletics and sports,Student athletes returning from injury have no rehabilitation support on campus.,27,2.86,4,1,M,Indonesia
Athletics and sports,Female students do not have equal access to the same quality sports facilities.,27,0.98,4,1,M,Pakistan
Student Activities,Club funding applications are rejected without any written explanation provided.,23,3.84,2,1,M,Indonesia
International student experiences,The campus does not acknowledge or celebrate the cultural diversity of its students.,22,2.96,1,1,F,India
Housing and Transportation,Laundry machine malfunction in Block B. Three of the five washing machines have been 'out of order' for over a week now. The queues are getting ridiculous and students are fighting over the remaining two. Please get these repaired as it's been far too long.,21,1.3,3,1,F,Bangladesh
Food and Cantines,The canteen does not cater for students with specific dietary requirements.,25,1.25,1,1,M,Bangladesh
Academic Support and Resources,The library does not have enough copies of the required textbooks for my course.,28,0.47,5,1,M,Turkey
Student Affairs,Someone is selling what looks like exam answer keys in the student lounge. They are charging fifty dollars and targeting freshmen. This seems like a major breach of academic integrity.,26,1.6,4,1,F,Turkey
Student Affairs,"I missed the deadline to apply for my teaching assistantship because the portal was down for ""maintenance"" the entire final day. This wasn't announced beforehand.",20,1.45,3,1,M,India
